ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
484	24	2	2	0.000000	16.833333	15.500000	0.000000	0.000000	0	0	0
485	95	2	2	0.000000	12.052632	9.989474	0.000000	0.000000	0	0	0
486	717	2	2	0.000000	15.694561	13.919107	0.000000	0.000000	0	0	0
487	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
488	1	1	1	0.000000	40.000000	9.000000	0.000000	0.000000	0	0	0
489	1	1	2	0.000000	43.000000	12.000000	0.000000	0.000000	0	0	0
490	3	1	2	0.000000	55.000000	24.333333	0.000000	0.000000	0	0	0
491	1	1	2	0.000000	17.000000	17.000000	0.000000	0.000000	0	0	0
492	6	1	1	0.000000	13.166667	7.833333	0.000000	0.000000	0	0	0
493	391	2	1	0.000000	15.491049	13.373402	0.000000	0.000000	0	0	0
494	13	1	2	0.000000	13.692308	11.692308	0.000000	0.000000	0	0	0
495	47	1	1	0.000000	17.978723	15.723404	0.000000	0.000000	0	0	0
496	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
497	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
498	42	2	2	0.000000	8.476190	8.476190	0.000000	0.000000	0	0	0
499	5	1	1	0.000000	12.800000	12.800000	0.000000	0.000000	0	0	0
500	26	2	1	0.000000	6.615385	6.615385	0.000000	0.000000	0	0	0
501	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
502	4	1	2	0.000000	4.000000	4.000000	0.000000	0.000000	0	0	0
503	1	2	2	0.000000	5.000000	5.000000	0.000000	0.000000	0	0	0
504	2	2	1	0.000000	2.500000	2.500000	0.000000	0.000000	0	0	0
505	2	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
506	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
507	4	1	2	0.000000	11.250000	11.250000	0.000000	0.000000	0	0	0
508	5	1	2	0.000000	13.800000	13.800000	0.000000	0.000000	0	0	0
509	1412	2	2	0.000000	16.083569	14.468130	0.000000	0.000000	0	0	0
510	21	1	1	0.000000	10.857143	4.333333	0.000000	0.000000	0	0	0
511	365	1	2	0.000000	14.454795	13.000000	0.000000	0.000000	0	0	0
512	39	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
513	45	2	2	0.000000	17.577778	14.444444	0.000000	0.000000	0	0	0
514	79	2	2	0.000000	19.949367	16.721519	0.000000	0.000000	0	0	0
515	21	1	1	0.000000	20.857143	15.761905	0.000000	0.000000	0	0	0
516	10	1	1	0.000000	15.800000	12.100000	0.000000	0.000000	0	0	0
517	19	1	1	0.000000	13.947368	13.105263	0.000000	0.000000	0	0	0
518	247	2	2	0.000000	16.012146	14.255061	0.000000	0.000000	0	0	0
519	46	1	1	0.000000	13.847826	13.391304	0.000000	0.000000	0	0	0
520	8	2	1	0.000000	15.375000	14.375000	0.000000	0.000000	0	0	0
521	12	2	1	0.000000	1.583333	1.583333	0.000000	0.000000	0	0	0
522	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
523	9615	2	2	0.000000	15.043890	13.532917	0.000000	0.000000	0	0	0
524	21	1	1	0.000000	16.666667	16.523810	0.000000	0.000000	0	0	0
525	1	2	1	0.000000	42.000000	31.000000	0.000000	0.000000	0	0	0
526	24	1	1	0.000000	16.875000	16.333333	0.000000	0.000000	0	0	0
527	342	2	2	0.000000	14.011696	12.035088	0.000000	0.000000	0	0	0
528	2	1	1	0.000000	13.000000	12.500000	0.000000	0.000000	0	0	0
529	4	1	2	0.000000	14.750000	13.750000	0.000000	0.000000	0	0	0
530	28	1	2	0.000000	15.535714	14.964286	0.000000	0.000000	0	0	0
531	227	2	2	0.000000	18.211454	15.806167	0.000000	0.000000	0	0	0
532	64	2	1	0.000000	17.953125	16.468750	0.000000	0.000000	0	0	0
533	235	2	2	0.000000	16.757447	15.225532	0.000000	0.000000	0	0	0
534	24	1	1	0.000000	11.708333	11.250000	0.000000	0.000000	0	0	0
535	2	2	1	0.000000	39.000000	7.500000	0.000000	0.000000	0	0	0
536	5	1	1	0.000000	37.600000	8.800000	0.000000	0.000000	0	0	0
537	5	1	1	0.000000	9.200000	9.200000	0.000000	0.000000	0	0	0
538	1624	2	2	0.000000	15.421182	13.708128	0.000000	0.000000	0	0	0
539	271	1	2	0.000000	14.099631	12.527675	0.000000	0.000000	0	0	0
540	1	2	3	0.000000	43.000000	43.000000	0.000000	0.000000	0	0	0
541	1	2	1	0.000000	34.000000	34.000000	0.000000	0.000000	0	0	0
542	10	2	1	0.000000	13.500000	13.000000	0.000000	0.000000	0	0	0
543	1	1	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
544	9	1	1	0.000000	9.111111	9.111111	0.000000	0.000000	0	0	0
545	10	1	2	0.000000	8.300000	7.700000	0.000000	0.000000	0	0	0
546	296	2	1	0.000000	15.564189	13.712838	0.000000	0.000000	0	0	0
547	32	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
548	412	2	2	0.000000	14.657767	13.186893	0.000000	0.000000	0	0	0
549	14	1	2	0.000000	13.285714	13.142857	0.000000	0.000000	0	0	0
550	0	2	4	Inf	Inf	Inf	Inf	Inf	0	0	0
551	601	2	1	0.000000	15.081531	13.207987	0.000000	0.000000	0	0	0
552	5	1	2	0.000000	13.400000	9.400000	0.000000	0.000000	0	0	0
553	14	1	1	0.000000	16.785714	6.571429	0.000000	0.000000	0	0	0
554	2	1	1	0.000000	16.000000	12.500000	0.000000	0.000000	0	0	0
555	814	2	2	0.000000	16.615479	14.316953	0.000000	0.000000	0	0	0
556	240	2	1	0.000000	15.479167	12.958333	0.000000	0.000000	0	0	0
557	8	1	1	0.000000	14.500000	11.125000	0.000000	0.000000	0	0	0
558	13	2	1	0.000000	15.384615	11.384615	0.000000	0.000000	0	0	0
559	11	1	2	0.000000	9.636364	8.636364	0.000000	0.000000	0	0	0
560	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
561	18	1	1	0.000000	10.166667	9.722222	0.000000	0.000000	0	0	0
562	93	1	2	0.000000	16.623656	14.419355	0.000000	0.000000	0	0	0
563	1	1	1	0.000000	29.000000	17.000000	0.000000	0.000000	0	0	0
564	31	2	2	0.000000	15.870968	13.709677	0.000000	0.000000	0	0	0
565	32	1	1	0.000000	13.156250	11.843750	0.000000	0.000000	0	0	0
566	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
567	105	2	2	0.000000	23.371429	19.047619	0.000000	0.000000	0	0	0
568	25	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
569	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
570	2	2	2	0.000000	59.000000	56.000000	0.000000	0.000000	0	0	0
571	1	2	1	0.000000	45.000000	45.000000	0.000000	0.000000	0	0	0
572	1	2	2	0.000000	46.000000	46.000000	0.000000	0.000000	0	0	0
573	1	1	1	0.000000	44.000000	44.000000	0.000000	0.000000	0	0	0
574	1	2	2	0.000000	61.000000	55.000000	0.000000	0.000000	0	0	0
575	5	1	1	0.000000	16.000000	16.000000	0.000000	0.000000	0	0	0
576	21	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
577	3	2	2	0.000000	15.333333	5.000000	0.000000	0.000000	0	0	0
578	20	1	1	0.000000	16.400000	11.850000	0.000000	0.000000	0	0	0
579	4	2	2	0.000000	19.250000	19.250000	0.000000	0.000000	0	0	0
580	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
581	3	1	2	0.000000	21.666667	18.666667	0.000000	0.000000	0	0	0
582	13	1	2	0.000000	21.923077	19.538462	0.000000	0.000000	0	0	0
583	1	2	2	0.000000	29.000000	27.000000	0.000000	0.000000	0	0	0
584	370	2	1	0.000000	14.613514	12.845946	0.000000	0.000000	0	0	0
585	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
586	38	2	1	0.000000	20.473684	18.973684	0.000000	0.000000	0	0	0
587	21	1	1	0.000000	7.428571	7.428571	0.000000	0.000000	0	0	0
588	1	2	2	0.000000	17.000000	16.000000	0.000000	0.000000	0	0	0
589	15	2	1	0.000000	14.000000	13.266667	0.000000	0.000000	0	0	0
590	3	2	1	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
591	10	2	1	0.000000	14.000000	14.000000	0.000000	0.000000	0	0	0
592	6	1	1	0.000000	12.333333	12.333333	0.000000	0.000000	0	0	0
593	19	1	2	0.000000	12.789474	12.789474	0.000000	0.000000	0	0	0
594	18	2	1	0.000000	14.722222	14.277778	0.000000	0.000000	0	0	0
595	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
596	39	1	2	0.000000	12.230769	10.487179	0.000000	0.000000	0	0	0
597	378	2	2	0.000000	15.563492	13.997354	0.000000	0.000000	0	0	0
598	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
599	1	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
600	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
601	8	1	2	0.000000	14.500000	7.375000	0.000000	0.000000	0	0	0
602	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
603	2249	2	2	0.000000	14.796354	13.296132	0.000000	0.000000	0	0	0
604	20	1	1	0.000000	12.500000	8.800000	0.000000	0.000000	0	0	0
605	21	1	1	0.000000	19.095238	15.666667	0.000000	0.000000	0	0	0
606	13	2	1	0.000000	19.846154	18.384615	0.000000	0.000000	0	0	0
607	5	2	1	0.000000	18.800000	18.800000	0.000000	0.000000	0	0	0
608	2	1	2	0.000000	20.000000	20.000000	0.000000	0.000000	0	0	0
609	1	1	2	0.000000	19.000000	19.000000	0.000000	0.000000	0	0	0
610	11	1	3	0.000000	16.727273	9.727273	0.000000	0.000000	0	0	0
611	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
612	4	2	1	0.000000	10.250000	10.250000	0.000000	0.000000	0	0	0
613	21	1	1	0.000000	6.666667	6.000000	0.000000	0.000000	0	0	0
614	13	1	2	0.000000	13.923077	12.384615	0.000000	0.000000	0	0	0
615	1	2	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
616	4	1	2	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
617	438	2	1	0.000000	16.390411	15.353881	0.000000	0.000000	0	0	0
618	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
619	877	2	2	0.000000	15.012543	12.806157	0.000000	0.000000	0	0	0
620	18	1	2	0.000000	13.277778	10.777778	0.000000	0.000000	0	0	0
621	166	2	2	0.000000	17.487952	16.066265	0.000000	0.000000	0	0	0
622	16	1	1	0.000000	10.875000	10.375000	0.000000	0.000000	0	0	0
623	1621	2	1	0.000000	16.074645	14.131400	0.000000	0.000000	0	0	0
624	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
625	36	1	1	0.000000	16.194444	12.416667	0.000000	0.000000	0	0	0
626	21	1	1	0.000000	14.380952	13.142857	0.000000	0.000000	0	0	0
627	13	1	1	0.000000	15.692308	15.692308	0.000000	0.000000	0	0	0
628	7	1	1	0.000000	13.285714	12.428571	0.000000	0.000000	0	0	0
629	2	2	1	0.000000	15.000000	15.000000	0.000000	0.000000	0	0	0
630	2	2	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
631	1	2	1	0.000000	11.000000	11.000000	0.000000	0.000000	0	0	0
632	4	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
633	2	1	2	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
634	1	3	2	0.000000	53.000000	12.000000	0.000000	0.000000	0	0	0
635	1239	1	1	0.000000	15.328491	13.507667	0.000000	0.000000	0	0	0
636	447	2	1	0.000000	15.615213	13.496644	0.000000	0.000000	0	0	0
637	12	1	1	0.000000	14.833333	12.250000	0.000000	0.000000	0	0	0
638	8	1	1	0.000000	13.750000	13.750000	0.000000	0.000000	0	0	0
639	9	1	2	0.000000	16.000000	15.333333	0.000000	0.000000	0	0	0
640	1	1	2	0.000000	17.000000	16.000000	0.000000	0.000000	0	0	0
641	1099	1	2	0.000000	14.707006	13.232029	0.000000	0.000000	0	0	0
642	27	1	1	0.000000	10.259259	10.259259	0.000000	0.000000	0	0	0
643	12	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
644	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
645	1	2	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
646	6	1	2	0.000000	12.666667	12.333333	0.000000	0.000000	0	0	0
647	1	1	2	0.000000	14.000000	13.000000	0.000000	0.000000	0	0	0
648	6	2	2	0.000000	13.833333	12.833333	0.000000	0.000000	0	0	0
649	6	2	1	0.000000	14.000000	13.000000	0.000000	0.000000	0	0	0
650	22	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
651	36	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
652	18	1	1	0.000000	15.055556	13.888889	0.000000	0.000000	0	0	0
653	21	1	1	0.000000	6.428571	6.380952	0.000000	0.000000	0	0	0
654	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
655	1	2	2	0.000000	31.000000	3.000000	0.000000	0.000000	0	0	0
656	3	1	1	0.000000	9.666667	9.666667	0.000000	0.000000	0	0	0
657	2	1	2	0.000000	12.000000	12.000000	0.000000	0.000000	0	0	0
658	1	2	2	0.000000	13.000000	13.000000	0.000000	0.000000	0	0	0
659	46	1	1	0.000000	1.043478	1.043478	0.000000	0.000000	0	0	0
660	12	1	2	0.000000	11.916667	10.916667	0.000000	0.000000	0	0	0
661	5	1	2	0.000000	12.600000	11.600000	0.000000	0.000000	0	0	0
662	605	2	2	0.000000	12.700826	11.601653	0.000000	0.000000	0	0	0
663	31	1	1	0.000000	5.387097	4.741935	0.000000	0.000000	0	0	0
664	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
665	1	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
666	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
667	4	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
668	4	2	2	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
669	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
670	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
671	1	2	2	0.000000	14.000000	7.000000	0.000000	0.000000	0	0	0
672	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
673	7	1	1	0.000000	12.857143	12.142857	0.000000	0.000000	0	0	0
674	2	1	2	0.000000	14.000000	12.000000	0.000000	0.000000	0	0	0
675	10	2	1	0.000000	15.200000	13.200000	0.000000	0.000000	0	0	0
676	1	2	1	0.000000	16.000000	15.000000	0.000000	0.000000	0	0	0
677	2	1	1	0.000000	15.000000	14.000000	0.000000	0.000000	0	0	0
678	2	2	1	0.000000	13.000000	5.000000	0.000000	0.000000	0	0	0
679	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
680	1	1	2	0.000000	28.000000	12.000000	0.000000	0.000000	0	0	0
681	21	1	1	0.000000	16.714286	9.809524	0.000000	0.000000	0	0	0
682	23	2	2	0.000000	12.521739	12.521739	0.000000	0.000000	0	0	0
683	7	2	1	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
684	4	1	1	0.000000	8.750000	8.750000	0.000000	0.000000	0	0	0
685	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
686	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
687	7	2	1	0.000000	7.428571	7.428571	0.000000	0.000000	0	0	0
688	1	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
689	32	1	1	0.000000	14.375000	13.187500	0.000000	0.000000	0	0	0
690	535	2	2	0.000000	13.998131	12.770093	0.000000	0.000000	0	0	0
691	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
692	2	2	2	0.000000	17.000000	1.500000	0.000000	0.000000	0	0	0
693	12	1	2	0.000000	6.000000	6.000000	0.000000	0.000000	0	0	0
694	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
695	24	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
696	1	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
697	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
698	15	2	1	0.000000	9.866667	9.133333	0.000000	0.000000	0	0	0
699	2	1	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	0	0
700	3	1	1	0.000000	6.333333	6.333333	0.000000	0.000000	0	0	0
701	15	1	2	0.000000	7.933333	7.000000	0.000000	0.000000	0	0	0
702	21	1	1	0.000000	12.761905	11.571429	0.000000	0.000000	0	0	0
703	38	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
704	1	1	2	0.000000	11.000000	10.000000	0.000000	0.000000	0	0	0
705	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
706	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
707	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
708	35	2	1	0.000000	8.857143	8.028571	0.000000	0.000000	0	0	0
709	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
710	1112	2	1	0.000000	15.902878	14.328237	0.000000	0.000000	0	0	0
711	2	1	1	0.000000	13.500000	13.500000	0.000000	0.000000	0	0	0
712	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
713	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
714	20	1	1	0.000000	1.100000	1.100000	0.000000	0.000000	0	0	0
715	21	1	1	0.000000	1.761905	1.761905	0.000000	0.000000	0	0	0
716	26	1	1	0.000000	16.730769	14.192308	0.000000	0.000000	0	0	0
717	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
718	50	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
719	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
720	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
721	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
722	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
723	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
724	1	2	1	0.000000	11.000000	10.000000	0.000000	0.000000	0	0	0
725	3	2	1	0.000000	10.000000	9.000000	0.000000	0.000000	0	0	0
726	2	2	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	0	0
727	1	2	1	0.000000	9.000000	9.000000	0.000000	0.000000	0	0	0
728	1	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
729	11	1	1	0.000000	9.545455	9.545455	0.000000	0.000000	0	0	0
730	1	1	2	0.000000	9.000000	9.000000	0.000000	0.000000	0	0	0
731	3	1	2	0.000000	10.000000	10.000000	0.000000	0.000000	0	0	0
732	2	1	2	0.000000	11.000000	10.500000	0.000000	0.000000	0	0	0
733	260	2	2	0.000000	13.473077	12.050000	0.000000	0.000000	0	0	0
734	3669	2	2	0.000000	15.787408	13.904606	0.000000	0.000000	0	0	0
735	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
736	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
737	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
738	33	2	1	0.000000	1.090909	1.090909	0.000000	0.000000	0	0	0
739	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
740	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
741	32	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
742	2	2	2	0.000000	17.500000	3.000000	0.000000	0.000000	0	0	0
743	3	2	1	0.000000	16.666667	2.000000	0.000000	0.000000	0	0	0
744	27	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
745	14	1	1	0.000000	4.857143	4.857143	0.000000	0.000000	0	0	0
746	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
747	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
748	2	1	1	0.000000	29.000000	6.500000	0.000000	0.000000	0	0	0
749	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
750	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
751	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
752	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
753	3	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
754	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
755	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
756	2	1	2	0.000000	32.000000	7.500000	0.000000	0.000000	0	0	0
757	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
758	1	2	1	0.000000	12.000000	11.000000	0.000000	0.000000	0	0	0
759	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
760	26	2	2	0.000000	12.384615	11.076923	0.000000	0.000000	0	0	0
761	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
762	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
763	17	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
764	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
765	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
766	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
767	2	1	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	0	0
768	21	1	1	0.000000	13.428571	4.142857	0.000000	0.000000	0	0	0
769	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
770	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
771	27	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
772	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
773	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
774	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
775	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
776	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
777	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
778	1	2	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
779	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
780	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
781	25	1	2	0.000000	1.160000	1.160000	0.000000	0.000000	0	0	0
782	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
783	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
784	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
785	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
786	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
787	38	2	1	0.000000	6.789474	5.631579	0.000000	0.000000	0	0	0
788	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
789	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
790	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
791	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
792	1	1	3	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
793	5	1	1	0.000000	1.200000	1.200000	0.000000	0.000000	0	0	0
794	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
795	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
796	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
797	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
798	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
799	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
800	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
801	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
802	2	1	1	0.000000	12.000000	6.000000	0.000000	0.000000	0	0	0
803	1133	2	1	0.000000	15.431598	13.221536	0.000000	0.000000	0	0	0
804	40	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
805	706	2	2	0.000000	14.188385	12.637394	0.000000	0.000000	0	0	0
806	554	2	1	0.000000	14.016245	12.043321	0.000000	0.000000	0	0	0
807	45	1	1	0.000000	3.622222	3.622222	0.000000	0.000000	0	0	0
808	3	1	1	0.000000	8.000000	8.000000	0.000000	0.000000	0	0	0
809	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
810	5	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
811	4	1	1	0.000000	7.000000	3.000000	0.000000	0.000000	0	0	0
812	553	2	2	0.000000	14.363472	13.065099	0.000000	0.000000	0	0	0
813	7	2	1	0.000000	20.000000	11.285714	0.000000	0.000000	0	0	0
814	12	1	2	0.000000	14.750000	5.750000	0.000000	0.000000	0	0	0
815	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
816	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
817	1	2	1	0.000000	19.000000	10.000000	0.000000	0.000000	0	0	0
818	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
819	3	2	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
820	49	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
821	30	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
822	6	2	1	0.000000	14.500000	7.000000	0.000000	0.000000	0	0	0
823	6	1	1	0.000000	18.333333	13.500000	0.000000	0.000000	0	0	0
824	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
825	17	1	1	0.000000	21.470588	1.000000	0.000000	0.000000	0	0	0
826	5	2	1	0.000000	18.600000	8.800000	0.000000	0.000000	0	0	0
827	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
828	200	0	2	0.000000	8.600000	7.925000	0.000000	0.000000	0	0	0
829	33	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
830	466	2	2	0.000000	18.465665	15.761803	0.000000	0.000000	0	0	0
831	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
832	328	2	2	0.000000	17.591463	16.064024	0.000000	0.000000	0	0	0
833	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
834	14	1	1	0.000000	4.857143	4.857143	0.000000	0.000000	0	0	0
835	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
836	4	1	2	0.000000	5.000000	4.250000	0.000000	0.000000	0	0	0
837	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
838	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
839	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
840	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
